warehouse_id,sku_id,available_quantity,reserved_quantity,stock_date
WH_02,SKU_0060,21,26,2026-01-15
WH_02,SKU_0061,132,6,2026-01-15
WH_02,SKU_0062,458,21,2026-01-15
WH_02,SKU_0063,368,42,2026-01-15
WH_02,SKU_0064,494,30,2026-01-15
WH_02,SKU_0065,30,37,2026-01-15
WH_02,SKU_0066,51,44,2026-01-15
WH_02,SKU_0067,35,35,2026-01-15
WH_02,SKU_0068,473,40,2026-01-15
WH_02,SKU_0069,370,10,2026-01-15
WH_02,SKU_0070,428,20,2026-01-15
WH_02,SKU_0071,44,25,2026-01-15
WH_02,SKU_0072,123,29,2026-01-15
WH_02,SKU_0073,320,5,2026-01-15
WH_02,SKU_0074,107,34,2026-01-15
WH_02,SKU_0075,308,6,2026-01-15
WH_02,SKU_0076,267,50,2026-01-15
WH_02,SKU_0077,257,48,2026-01-15
WH_02,SKU_0078,111,42,2026-01-15
WH_02,SKU_0079,409,7,2026-01-15
WH_02,SKU_0080,490,8,2026-01-15
WH_02,SKU_0081,74,16,2026-01-15
WH_02,SKU_0082,476,21,2026-01-15
WH_02,SKU_0083,378,4,2026-01-15
WH_02,SKU_0084,79,21,2026-01-15
WH_02,SKU_0085,144,14,2026-01-15
WH_02,SKU_0086,361,37,2026-01-15
WH_02,SKU_0087,396,29,2026-01-15
WH_02,SKU_0088,342,1,2026-01-15
WH_02,SKU_0089,351,12,2026-01-15
WH_02,SKU_0090,170,48,2026-01-15
WH_02,SKU_0091,338,38,2026-01-15
WH_02,SKU_0092,357,18,2026-01-15
WH_02,SKU_0093,37,4,2026-01-15
WH_02,SKU_0094,65,50,2026-01-15
WH_02,SKU_0095,74,3,2026-01-15
WH_02,SKU_0096,86,44,2026-01-15
WH_02,SKU_0097,11,8,2026-01-15
WH_02,SKU_0098,125,22,2026-01-15
WH_02,SKU_0099,82,15,2026-01-15
WH_02,SKU_0100,480,29,2026-01-15
WH_03,SKU_0001,425,7,2026-01-15
WH_03,SKU_0002,3,1,2026-01-15
WH_03,SKU_0003,71,24,2026-01-15
WH_03,SKU_0004,41,0,2026-01-15
WH_03,SKU_0005,43,49,2026-01-15
WH_03,SKU_0006,412,46,2026-01-15
WH_03,SKU_0007,330,31,2026-01-15
WH_03,SKU_0008,191,40,2026-01-15
WH_03,SKU_0009,101,1,2026-01-15
WH_03,SKU_0010,150,5,2026-01-15
WH_03,SKU_0011,181,31,2026-01-15
WH_03,SKU_0012,257,39,2026-01-15
WH_03,SKU_0013,79,23,2026-01-15
WH_03,SKU_0014,196,37,2026-01-15
WH_03,SKU_0015,365,40,2026-01-15
WH_03,SKU_0016,174,42,2026-01-15
WH_03,SKU_0017,366,31,2026-01-15
WH_03,SKU_0018,483,20,2026-01-15
WH_03,SKU_0019,439,18,2026-01-15
WH_03,SKU_0020,43,28,2026-01-15
WH_03,SKU_0021,169,28,2026-01-15
WH_03,SKU_0022,233,33,2026-01-15
WH_03,SKU_0023,58,18,2026-01-15
WH_03,SKU_0024,313,33,2026-01-15
WH_03,SKU_0025,29,7,2026-01-15
WH_03,SKU_0026,116,11,2026-01-15
WH_03,SKU_0027,395,11,2026-01-15
WH_03,SKU_0028,325,48,2026-01-15
WH_03,SKU_0029,487,40,2026-01-15
WH_03,SKU_0030,309,32,2026-01-15
WH_03,SKU_0031,416,10,2026-01-15
WH_03,SKU_0032,463,9,2026-01-15
WH_03,SKU_0033,415,26,2026-01-15
WH_03,SKU_0034,101,11,2026-01-15
WH_03,SKU_0035,144,34,2026-01-15
WH_03,SKU_0036,146,34,2026-01-15
WH_03,SKU_0037,394,50,2026-01-15
WH_03,SKU_0038,500,9,2026-01-15
WH_03,SKU_0039,90,45,2026-01-15
WH_03,SKU_0040,369,36,2026-01-15
WH_03,SKU_0041,289,12,2026-01-15
WH_03,SKU_0042,338,42,2026-01-15
WH_03,SKU_0043,133,6,2026-01-15
WH_03,SKU_0044,319,48,2026-01-15
WH_03,SKU_0045,398,29,2026-01-15
WH_03,SKU_0046,120,11,2026-01-15
WH_03,SKU_0047,412,16,2026-01-15
WH_03,SKU_0048,59,49,2026-01-15
WH_03,SKU_0049,95,45,2026-01-15
WH_03,SKU_0050,157,39,2026-01-15
WH_03,SKU_0051,42,45,2026-01-15
WH_03,SKU_0052,496,32,2026-01-15
WH_03,SKU_0053,353,27,2026-01-15
WH_03,SKU_0054,433,36,2026-01-15
WH_03,SKU_0055,149,31,2026-01-15
WH_03,SKU_0056,166,5,2026-01-15
WH_03,SKU_0057,480,2,2026-01-15
WH_03,SKU_0058,267,4,2026-01-15
WH_03,SKU_0059,377,13,2026-01-15
WH_03,SKU_0060,253,24,2026-01-15
WH_03,SKU_0061,168,15,2026-01-15
WH_03,SKU_0062,250,39,2026-01-15
WH_03,SKU_0063,286,46,2026-01-15
WH_03,SKU_0064,73,7,2026-01-15
WH_03,SKU_0065,370,24,2026-01-15
WH_03,SKU_0066,383,1,2026-01-15
WH_03,SKU_0067,476,30,2026-01-15
WH_03,SKU_0068,451,14,2026-01-15
WH_03,SKU_0069,218,14,2026-01-15
WH_03,SKU_0070,120,41,2026-01-15
WH_03,SKU_0071,276,24,2026-01-15
WH_03,SKU_0072,191,19,2026-01-15
WH_03,SKU_0073,412,14,2026-01-15
WH_03,SKU_0074,327,30,2026-01-15
WH_03,SKU_0075,14,39,2026-01-15
WH_03,SKU_0076,373,4,2026-01-15
WH_03,SKU_0077,101,16,2026-01-15
WH_03,SKU_0078,363,48,2026-01-15
WH_03,SKU_0079,448,44,2026-01-15
WH_03,SKU_0080,64,41,2026-01-15
WH_03,SKU_0081,132,22,2026-01-15
WH_03,SKU_0082,103,26,2026-01-15
WH_03,SKU_0083,398,12,2026-01-15
WH_03,SKU_0084,102,18,2026-01-15
WH_03,SKU_0085,461,23,2026-01-15
WH_03,SKU_0086,201,46,2026-01-15
WH_03,SKU_0087,52,33,2026-01-15
WH_03,SKU_0088,474,17,2026-01-15
WH_03,SKU_0089,75,28,2026-01-15
WH_03,SKU_0090,293,43,2026-01-15
WH_03,SKU_0091,419,40,2026-01-15
WH_03,SKU_0092,212,13,2026-01-15
WH_03,SKU_0093,162,25,2026-01-15
WH_03,SKU_0094,131,4,2026-01-15
WH_03,SKU_0095,149,38,2026-01-15
WH_03,SKU_0096,23,25,2026-01-15
WH_03,SKU_0097,147,39,2026-01-15
WH_03,SKU_0098,438,34,2026-01-15
WH_03,SKU_0099,286,50,2026-01-15
WH_03,SKU_0100,237,39,2026-01-15
