warehouse_id,sku_id,available_quantity,reserved_quantity,stock_date
WH_01,SKU_0046,386,29,2026-01-24
WH_01,SKU_0047,16,32,2026-01-24
WH_01,SKU_0048,188,17,2026-01-24
WH_01,SKU_0049,304,3,2026-01-24
WH_01,SKU_0050,180,2,2026-01-24
WH_01,SKU_0051,401,1,2026-01-24
WH_01,SKU_0052,154,41,2026-01-24
WH_01,SKU_0053,289,15,2026-01-24
WH_01,SKU_0054,142,38,2026-01-24
WH_01,SKU_0055,63,29,2026-01-24
WH_01,SKU_0056,321,14,2026-01-24
WH_01,SKU_0057,366,39,2026-01-24
WH_01,SKU_0058,66,4,2026-01-24
WH_01,SKU_0059,403,45,2026-01-24
WH_01,SKU_0060,394,27,2026-01-24
WH_01,SKU_0061,251,21,2026-01-24
WH_01,SKU_0062,357,30,2026-01-24
WH_01,SKU_0063,317,21,2026-01-24
WH_01,SKU_0064,327,4,2026-01-24
WH_01,SKU_0065,125,7,2026-01-24
WH_01,SKU_0066,248,29,2026-01-24
WH_01,SKU_0067,300,1,2026-01-24
WH_01,SKU_0068,381,15,2026-01-24
WH_01,SKU_0069,447,31,2026-01-24
WH_01,SKU_0070,347,18,2026-01-24
WH_01,SKU_0071,189,27,2026-01-24
WH_01,SKU_0072,422,6,2026-01-24
WH_01,SKU_0073,496,41,2026-01-24
WH_01,SKU_0074,442,34,2026-01-24
WH_01,SKU_0075,350,42,2026-01-24
WH_01,SKU_0076,456,14,2026-01-24
WH_01,SKU_0077,152,3,2026-01-24
WH_01,SKU_0078,478,41,2026-01-24
WH_01,SKU_0079,106,34,2026-01-24
WH_01,SKU_0080,65,35,2026-01-24
WH_01,SKU_0081,381,38,2026-01-24
WH_01,SKU_0082,402,46,2026-01-24
WH_01,SKU_0083,60,24,2026-01-24
WH_01,SKU_0084,128,9,2026-01-24
WH_01,SKU_0085,290,9,2026-01-24
WH_01,SKU_0086,487,1,2026-01-24
WH_01,SKU_0087,153,45,2026-01-24
WH_01,SKU_0088,331,44,2026-01-24
WH_01,SKU_0089,135,10,2026-01-24
WH_01,SKU_0090,346,20,2026-01-24
WH_01,SKU_0091,54,21,2026-01-24
WH_01,SKU_0092,144,35,2026-01-24
WH_01,SKU_0093,177,16,2026-01-24
WH_01,SKU_0094,152,28,2026-01-24
WH_01,SKU_0095,240,18,2026-01-24
WH_01,SKU_0096,267,34,2026-01-24
WH_01,SKU_0097,266,15,2026-01-24
WH_01,SKU_0098,313,7,2026-01-24
WH_01,SKU_0099,225,42,2026-01-24
WH_01,SKU_0100,475,47,2026-01-24
WH_02,SKU_0001,281,32,2026-01-24
WH_02,SKU_0002,498,49,2026-01-24
WH_02,SKU_0003,44,2,2026-01-24
WH_02,SKU_0004,438,27,2026-01-24
WH_02,SKU_0005,318,20,2026-01-24
WH_02,SKU_0006,187,48,2026-01-24
WH_02,SKU_0007,276,8,2026-01-24
WH_02,SKU_0008,425,0,2026-01-24
WH_02,SKU_0009,300,18,2026-01-24
WH_02,SKU_0010,453,14,2026-01-24
WH_02,SKU_0011,470,21,2026-01-24
WH_02,SKU_0012,323,40,2026-01-24
WH_02,SKU_0013,92,30,2026-01-24
WH_02,SKU_0014,186,2,2026-01-24
WH_02,SKU_0015,156,35,2026-01-24
WH_02,SKU_0016,324,44,2026-01-24
WH_02,SKU_0017,454,37,2026-01-24
WH_02,SKU_0018,406,20,2026-01-24
WH_02,SKU_0019,176,45,2026-01-24
WH_02,SKU_0020,422,19,2026-01-24
WH_02,SKU_0021,220,8,2026-01-24
WH_02,SKU_0022,357,44,2026-01-24
WH_02,SKU_0023,403,2,2026-01-24
WH_02,SKU_0024,456,23,2026-01-24
WH_02,SKU_0025,180,14,2026-01-24
WH_02,SKU_0026,176,16,2026-01-24
WH_02,SKU_0027,332,33,2026-01-24
WH_02,SKU_0028,301,13,2026-01-24
WH_02,SKU_0029,332,18,2026-01-24
WH_02,SKU_0030,43,28,2026-01-24
WH_02,SKU_0031,275,17,2026-01-24
WH_02,SKU_0032,496,20,2026-01-24
WH_02,SKU_0033,66,21,2026-01-24
WH_02,SKU_0034,41,9,2026-01-24
WH_02,SKU_0035,398,42,2026-01-24
WH_02,SKU_0036,274,26,2026-01-24
WH_02,SKU_0037,181,46,2026-01-24
WH_02,SKU_0038,221,2,2026-01-24
WH_02,SKU_0039,222,13,2026-01-24
WH_02,SKU_0040,422,43,2026-01-24
WH_02,SKU_0041,22,22,2026-01-24
WH_02,SKU_0042,67,39,2026-01-24
WH_02,SKU_0043,74,25,2026-01-24
WH_02,SKU_0044,416,3,2026-01-24
WH_02,SKU_0045,494,21,2026-01-24
WH_02,SKU_0046,280,42,2026-01-24
WH_02,SKU_0047,371,20,2026-01-24
WH_02,SKU_0048,139,5,2026-01-24
WH_02,SKU_0049,174,45,2026-01-24
WH_02,SKU_0050,270,5,2026-01-24
WH_02,SKU_0051,482,0,2026-01-24
WH_02,SKU_0052,130,27,2026-01-24
WH_02,SKU_0053,67,3,2026-01-24
WH_02,SKU_0054,148,22,2026-01-24
WH_02,SKU_0055,47,2,2026-01-24
WH_02,SKU_0056,371,9,2026-01-24
WH_02,SKU_0057,145,35,2026-01-24
WH_02,SKU_0058,454,19,2026-01-24
WH_02,SKU_0059,7,26,2026-01-24
WH_02,SKU_0060,329,36,2026-01-24
WH_02,SKU_0061,368,34,2026-01-24
WH_02,SKU_0062,101,50,2026-01-24
WH_02,SKU_0063,238,1,2026-01-24
WH_02,SKU_0064,419,6,2026-01-24
WH_02,SKU_0065,211,32,2026-01-24
WH_02,SKU_0066,135,46,2026-01-24
WH_02,SKU_0067,33,48,2026-01-24
WH_02,SKU_0068,149,46,2026-01-24
WH_02,SKU_0069,205,7,2026-01-24
WH_02,SKU_0070,326,38,2026-01-24
WH_02,SKU_0071,118,35,2026-01-24
WH_02,SKU_0072,363,1,2026-01-24
WH_02,SKU_0073,446,22,2026-01-24
WH_02,SKU_0074,9,31,2026-01-24
WH_02,SKU_0075,107,18,2026-01-24
WH_02,SKU_0076,392,0,2026-01-24
WH_02,SKU_0077,393,4,2026-01-24
WH_02,SKU_0078,247,29,2026-01-24
WH_02,SKU_0079,407,45,2026-01-24
WH_02,SKU_0080,410,37,2026-01-24
WH_02,SKU_0081,440,16,2026-01-24
WH_02,SKU_0082,317,24,2026-01-24
WH_02,SKU_0083,273,3,2026-01-24
WH_02,SKU_0084,338,46,2026-01-24
WH_02,SKU_0085,30,33,2026-01-24
WH_02,SKU_0086,244,0,2026-01-24
WH_02,SKU_0087,75,16,2026-01-24
WH_02,SKU_0088,137,7,2026-01-24
WH_02,SKU_0089,160,0,2026-01-24
WH_02,SKU_0090,96,7,2026-01-24
WH_02,SKU_0091,497,7,2026-01-24
WH_02,SKU_0092,244,3,2026-01-24
WH_02,SKU_0093,196,4,2026-01-24
WH_02,SKU_0094,369,24,2026-01-24
WH_02,SKU_0095,141,11,2026-01-24
WH_02,SKU_0096,488,31,2026-01-24
WH_02,SKU_0097,22,45,2026-01-24
WH_02,SKU_0098,86,34,2026-01-24
WH_02,SKU_0099,291,44,2026-01-24
WH_02,SKU_0100,205,24,2026-01-24
WH_03,SKU_0001,185,36,2026-01-24
WH_03,SKU_0002,234,8,2026-01-24
WH_03,SKU_0003,152,2,2026-01-24
WH_03,SKU_0004,439,1,2026-01-24
WH_03,SKU_0005,465,4,2026-01-24
WH_03,SKU_0006,50,8,2026-01-24
WH_03,SKU_0007,421,48,2026-01-24
WH_03,SKU_0008,302,17,2026-01-24
WH_03,SKU_0009,120,3,2026-01-24
WH_03,SKU_0010,301,36,2026-01-24
WH_03,SKU_0011,236,2,2026-01-24
WH_03,SKU_0012,231,42,2026-01-24
WH_03,SKU_0013,335,42,2026-01-24
WH_03,SKU_0014,452,43,2026-01-24
WH_03,SKU_0015,94,28,2026-01-24
WH_03,SKU_0016,236,7,2026-01-24
WH_03,SKU_0017,356,9,2026-01-24
WH_03,SKU_0018,489,34,2026-01-24
WH_03,SKU_0019,300,33,2026-01-24
WH_03,SKU_0020,222,33,2026-01-24
WH_03,SKU_0021,371,38,2026-01-24
WH_03,SKU_0022,149,36,2026-01-24
WH_03,SKU_0023,318,20,2026-01-24
WH_03,SKU_0024,25,19,2026-01-24
WH_03,SKU_0025,243,9,2026-01-24
WH_03,SKU_0026,434,44,2026-01-24
WH_03,SKU_0027,403,40,2026-01-24
WH_03,SKU_0028,469,46,2026-01-24
WH_03,SKU_0029,203,49,2026-01-24
WH_03,SKU_0030,86,49,2026-01-24
WH_03,SKU_0031,322,9,2026-01-24
WH_03,SKU_0032,241,35,2026-01-24
WH_03,SKU_0033,67,46,2026-01-24
WH_03,SKU_0034,257,19,2026-01-24
WH_03,SKU_0035,451,23,2026-01-24
WH_03,SKU_0036,411,28,2026-01-24
WH_03,SKU_0037,336,46,2026-01-24
WH_03,SKU_0038,409,42,2026-01-24
WH_03,SKU_0039,119,27,2026-01-24
WH_03,SKU_0040,17,40,2026-01-24
WH_03,SKU_0041,321,5,2026-01-24
WH_03,SKU_0042,240,50,2026-01-24
WH_03,SKU_0043,236,9,2026-01-24
WH_03,SKU_0044,361,44,2026-01-24
WH_03,SKU_0045,307,45,2026-01-24
WH_03,SKU_0046,176,0,2026-01-24
WH_03,SKU_0047,197,16,2026-01-24
WH_03,SKU_0048,330,21,2026-01-24
WH_03,SKU_0049,25,9,2026-01-24
WH_03,SKU_0050,84,8,2026-01-24
WH_03,SKU_0051,476,27,2026-01-24
WH_03,SKU_0052,139,21,2026-01-24
WH_03,SKU_0053,203,26,2026-01-24
WH_03,SKU_0054,470,10,2026-01-24
WH_03,SKU_0055,492,16,2026-01-24
WH_03,SKU_0056,356,48,2026-01-24
WH_03,SKU_0057,303,7,2026-01-24
WH_03,SKU_0058,424,5,2026-01-24
WH_03,SKU_0059,13,29,2026-01-24
WH_03,SKU_0060,330,30,2026-01-24
WH_03,SKU_0061,379,36,2026-01-24
WH_03,SKU_0062,465,12,2026-01-24
WH_03,SKU_0063,500,26,2026-01-24
WH_03,SKU_0064,239,46,2026-01-24
WH_03,SKU_0065,151,8,2026-01-24
WH_03,SKU_0066,464,17,2026-01-24
WH_03,SKU_0067,386,1,2026-01-24
WH_03,SKU_0068,331,6,2026-01-24
WH_03,SKU_0069,123,19,2026-01-24
WH_03,SKU_0070,321,39,2026-01-24
WH_03,SKU_0071,460,50,2026-01-24
WH_03,SKU_0072,23,18,2026-01-24
WH_03,SKU_0073,317,36,2026-01-24
WH_03,SKU_0074,62,40,2026-01-24
WH_03,SKU_0075,97,6,2026-01-24
WH_03,SKU_0076,458,35,2026-01-24
WH_03,SKU_0077,321,14,2026-01-24
WH_03,SKU_0078,49,14,2026-01-24
WH_03,SKU_0079,440,18,2026-01-24
WH_03,SKU_0080,454,40,2026-01-24
WH_03,SKU_0081,376,29,2026-01-24
WH_03,SKU_0082,340,45,2026-01-24
WH_03,SKU_0083,288,28,2026-01-24
WH_03,SKU_0084,419,15,2026-01-24
WH_03,SKU_0085,6,24,2026-01-24
WH_03,SKU_0086,466,31,2026-01-24
WH_03,SKU_0087,203,21,2026-01-24
WH_03,SKU_0088,373,25,2026-01-24
WH_03,SKU_0089,50,30,2026-01-24
WH_03,SKU_0090,223,33,2026-01-24
WH_03,SKU_0091,305,14,2026-01-24
WH_03,SKU_0092,388,15,2026-01-24
WH_03,SKU_0093,189,48,2026-01-24
WH_03,SKU_0094,246,3,2026-01-24
WH_03,SKU_0095,238,48,2026-01-24
WH_03,SKU_0096,308,21,2026-01-24
WH_03,SKU_0097,103,50,2026-01-24
WH_03,SKU_0098,199,0,2026-01-24
WH_03,SKU_0099,302,0,2026-01-24
WH_03,SKU_0100,360,11,2026-01-24
